many,name,price,type,auction,cashshop,point1,point2
93,파프니르 페니텐시아,0,7,1,2,1,1
92,마스터 어드벤처러 소드,0,6,1,2,1,1
92,물개쿠션(흰색),0,7,1,2,1,1
92,제네시스 대거,0,7,1,2,1,1
91,레퀴엠,0.9,3,1,2,1,1
90,강아지 쿠션,0.5,3,1,2,1,1
88,퍼펙트 베이비,0.5,3,1,2,1,1
86,새장 속 영혼,0.34,3,1,2,1,1
86,앱솔랩스 스펠링스태프,0,7,1,2,1,1
82,다크 세라핌,0,7,1,2,1,1
82,파이브 라이트 스틱,0,7,1,2,1,1
81,빵빵 곰돌벨,1.44,7,1,2,1,1
80,스파클링 다이아몬드,20,2,1,2,1,1
80,얼음 눈꽃반지,0,7,1,2,1,1
80,플라잉 로맨스,0,7,1,2,1,1
79,애교 폭발 멍뭉이,0.31,3,1,2,1,1
79,앱솔랩스 슬래셔,0,7,1,2,1,1
78,앱솔랩스 블로우너클,0,7,1,2,1,1
78,오르카 졸려,0.24,3,1,2,1,1
78,책가방 속 러브레터,0.5,4,1,2,1,1
74,내친구 야옹이,0,7,1,2,1,1
74,달빛 램프,6.66,2,1,2,1,1
71,크리스마스 트리반지,0.52,7,1,2,1,1
70,메이플 5000일 깃발,0,7,1,2,1,1
70,앱솔랩스 에인션트 보우,0,7,1,2,1,1
70,해방된 카이세리움,0,7,1,2,1,1
69,꿈꾸는 민들레,290,2,1,2,1,1
69,빛의 바다,0.54,3,1,2,1,1
68,라피스 9형,0,7,1,2,1,1
67,당근 빨대,0.32,3,1,2,1,1
67,숟가락 탈옥범,4.1,3,1,2,1,1
67,포니의 구리구리 당근,3000,1,1,2,1,1
66,파도 물개 쿠션,0.38,3,1,2,1,1
66,파프니르 리스크홀더,0,7,1,2,1,1
66,파프니르 에인션트 보우,0,7,1,2,1,1
65,아이돌스타 롤리팝,0,7,1,2,1,1
63,아케인셰이드 에인션트 보우,0,7,1,2,1,1
63,햄찌 잡아라!,0.6,3,1,2,1,1
62,곰돌이 쫑긋 튜브,1.5,7,1,2,1,1
62,석궁,0,7,1,2,1,1
62,유기농 쌀밥,0.17,3,1,2,1,1
62,하이랜더,0,7,1,2,1,1
61,레헬른 판타지아,22,2,1,2,1,1
60,아케인셰이드 대거,0,7,1,2,1,1
59,제네시스 데스페라도,0,7,1,2,1,1
58,그림자 호롱,4.22,3,1,2,1,1
58,내 친구 핑크빈,1.11,3,1,2,1,1
58,달콤 바게트,55,2,1,2,1,1
58,이슬비 우산,0.66,7,1,2,1,1
57,생선의 지배자,5,7,1,2,1,1
57,치즈 캐롯 스틱,280,2,1,2,1,1
56,제네시스 시즈건,0,7,1,2,1,1
56,파스텔 로즈,22.9,2,1,2,1,1
55,애옹이 도시락,0.38,3,1,2,1,1
54,개구리 연못,0.5,7,1,2,1,1
53,구르미 꿈베개,0.45,7,1,2,1,1
53,크리스탈 샤인,0.45,7,1,2,1,1
52,비숑 팡팡,0.25,7,1,2,1,1
52,응가 막대,0,7,1,2,1,1
52,체리캔디,16.55,2,1,2,1,1
51,러블리 초코스틱,0,7,1,2,1,1
50,제네시스 에인션트 보우,0,7,1,2,1,1
49,레드 투핸드소드,0,7,1,2,1,1
49,이슬 초롱,0,7,1,2,1,1
49,파프니르 엔젤릭슈터,0,7,1,2,1,1
48,딸기 피트니스 줄넘기,0,7,1,2,1,1
48,보송보송 눈토끼,0,7,1,2,1,1
48,컴퓨터용 수성 싸인펜,0,7,1,2,1,1
48,콧수염입니다,0,7,1,2,1,1
48,파프니르 러스터캐논,0,7,1,2,1,1
47,봄꽃 사슴,0,7,1,2,1,1
47,홀로그램 레이저 검,0,7,1,2,1,1
46,맹수 길들이기,0,7,1,2,1,1
46,앱솔랩스 리벤지가즈,0,7,1,2,1,1
46,페르마타,0,7,1,2,1,1
45,스포츠 밴드,0,7,1,2,1,1
45,은빛 늑대,0,7,1,2,1,1
44,바니 마커펜,0,7,1,2,1,1
43,고르곤 바스톤,0,7,1,2,1,1
43,락앤롤 기타,0,7,1,2,1,1
43,앱솔랩스 데스페라도,0,7,1,2,1,1
43,인빈시블 블레이드,0,7,1,2,1,1
42,목검,0,7,1,2,1,1
42,미스터리 다이스,0,7,1,2,1,1
42,블루 마린의 학구열,0,7,1,2,1,1
42,화염의 카타나,0,7,1,2,1,1
41,아케인셰이드 스피어,0,7,1,2,1,1
41,웡키의 나뭇잎,0,7,1,2,1,1
40,슈가젤리 발바닥,0,7,1,2,1,1
40,아스트라피,0,7,1,2,1,1
40,옴브라 루체 세이버,0,7,1,2,1,1
40,천사 요술봉,0,7,1,2,1,1
40,파프니르 데스브링어,0,7,1,2,1,1
40,페어리 피코,0,7,1,2,1,1
39,라즐리 8형,0,7,1,2,1,1
39,사신의 낫,0,7,1,2,1,1
39,시크릿 패스포트,0,7,1,2,1,1
39,제네시스 스피어,0,7,1,2,1,1
38,호박 지팡이,0,7,1,2,1,1
37,쁘띠 엘프여왕,0,7,1,2,1,1
37,아케인셰이드 데스페라도,0,7,1,2,1,1
37,아케인셰이드 샤이닝로드,0,7,1,2,1,1
37,하늘색 벙거지모자,0,7,1,2,1,1
36,구름 솜사탕,0,7,1,2,1,1
36,마린 스트라이프 우산,0,7,1,2,1,1
36,아케인셰이드 시즈건,0,7,1,2,1,1
36,크림소다 크러시,0,7,1,2,1,1
36,화염여우,0,7,1,2,1,1
35,더키 캔디바,0,7,1,2,1,1
35,아틀란티스,0,7,1,2,1,1
35,풀이 죠습니다,0,7,1,2,1,1
34,냉동 상어,0,7,1,2,1,1
34,민트냥 티타임,0,7,1,2,1,1
34,앱솔랩스 블래스트캐논,0,7,1,2,1,1
34,앱솔랩스 소울슈터,0,7,1,2,1,1
34,엘리자베스 부채,0,7,1,2,1,1
33,라피스 8형,0,7,1,2,1,1
33,우드 완드,0,7,1,2,1,1
32,도깨비불,0,7,1,2,1,1
32,민트 쇼콜라티에 스틱,0,7,1,2,1,1
31,그대만 있다면,0,7,1,2,1,1
31,쁘띠 데미안,0,7,1,2,1,1
31,앱솔랩스 피어싱스피어,0,7,1,2,1,1
31,제네시스 폴암,0,7,1,2,1,1
31,플라워 댄스,0,7,1,2,1,1
31,호랑이발톱 너클,0,7,1,2,1,1
30,내친구 SH,0,7,1,2,1,1
30,맑은날 무지개,0,7,1,2,1,1
30,블리자드 스틱,0,7,1,2,1,1
30,실로폰 멜로디,0,7,1,2,1,1
29,동백꽃 흩날리며,0,7,1,2,1,1
29,로얄 마린 깃발,0,7,1,2,1,1
29,버블버블 버블샷,0,7,1,2,1,1
29,블러디 메르헨,0,7,1,2,1,1
29,아케인셰이드 ESP리미터,0,7,1,2,1,1
29,태극부채,0,7,1,2,1,1
28,살랑 하늘 대나무,0,7,1,2,1,1
28,아롱아롱 미리내,0,7,1,2,1,1
28,앱솔랩스 ESP리미터,0,7,1,2,1,1
28,여기있어! 손전등,0,7,1,2,1,1
28,오늘도 한 보따리,0,7,1,2,1,1
28,천하제일 제설삽,0,7,1,2,1,1
28,파프니르 첼리스카,0,7,1,2,1,1
27,아케인셰이드 투핸드엑스,0,7,1,2,1,1
27,제네시스 케인,0,7,1,2,1,1
27,제네시스 클로,0,7,1,2,1,1
27,크롬 덤벨,0,7,1,2,1,1
27,파프니르 클레르시엘,0,7,1,2,1,1
27,포숑 은방울꽃,0,7,1,2,1,1
27,헌터 호크,0,7,1,2,1,1
27,후루츠 대거,0,7,1,2,1,1
26,바람개비,0,7,1,2,1,1
26,별에서 온 지팡이,0,7,1,2,1,1
26,아이언 대거,0,7,1,2,1,1
26,파프니르 윈드체이서,0,7,1,2,1,1
26,프로즌 하트,0,7,1,2,1,1
26,필드 대거,0,7,1,2,1,1
26,황금 콩떡이,0,7,1,2,1,1
25,레이븐혼 바젤라드,0,7,1,2,1,1
25,스트로베리 봉봉,0,7,1,2,1,1
25,안이뿌덩,0,7,1,2,1,1
25,야구배트,0,7,1,2,1,1
24,레인보우 스파클,0,7,1,2,1,1
24,반짝반짝 호박별,0,7,1,2,1,1
24,블루버드,0,7,1,2,1,1
24,아케인셰이드 완드,0,7,1,2,1,1
24,어딜 덤비냥,0,7,1,2,1,1
24,파프니르 ESP리미터,0,7,1,2,1,1
24,푸른 석양의 검,0,7,1,2,1,1
24,하늘색 구름베개,0,7,1,2,1,1
23,광선 대검,0,7,1,2,1,1
23,셀레네,0,7,1,2,1,1
23,아케인셰이드 가즈,0,7,1,2,1,1
23,양손검,0,7,1,2,1,1
23,자칼,0,7,1,2,1,1
23,제네시스 가즈,0,7,1,2,1,1
23,파티의 왕홀,0,7,1,2,1,1
23,환목검,0,7,1,2,1,1
22,더키 튜브,0,7,1,2,1,1
22,비치발리볼,0,7,1,2,1,1
22,제네시스 창세선,0,7,1,2,1,1
21,딸기가 좋아,0,7,1,2,1,1
21,레인보우 브러쉬,0,7,1,2,1,1
21,방울방울 무지개,0,7,1,2,1,1
21,백만장자 스틱,0,7,1,2,1,1
21,아이스바 맛나,0,7,1,2,1,1
21,아케인셰이드 클로,0,7,1,2,1,1
21,앱솔랩스 샤이닝로드,0,7,1,2,1,1
21,파프니르 문글레이브,0,7,1,2,1,1
21,파프니르 윈드윙슈터,0,7,1,2,1,1
21,화이트 더키 튜브,0,7,1,2,1,1
21,환상연화,0,7,1,2,1,1
20,달콤 스프링클,0,7,1,2,1,1
20,로드 템페스트,0,7,1,2,1,1
20,류드의 검,0,7,1,2,1,1
20,샐리맨더,0,7,1,2,1,1
20,샤크투스 와일드탈론,0,7,1,2,1,1
20,아케인셰이드 보우,0,7,1,2,1,1
20,아케인셰이드 소울슈터,0,7,1,2,1,1
20,아케인셰이드 투핸드해머,0,7,1,2,1,1
20,앱솔랩스 핼버드,0,7,1,2,1,1
20,이슬 양산,0,7,1,2,1,1
20,좀비 곰돌이,0,7,1,2,1,1
19,드래고닉 아스카론,0,7,1,2,1,1
19,벚꽃 칼,0,7,1,2,1,1
19,스노우 플레이크,0,7,1,2,1,1
19,제네시스 보우,0,7,1,2,1,1
19,파프니르 체인,0,7,1,2,1,1
18,당고 브라더스,0,7,1,2,1,1
18,러브초코 바구니,0,7,1,2,1,1
18,별빛 하트 요술봉,0,7,1,2,1,1
18,아케인셰이드 크로스보우,0,7,1,2,1,1
18,우트가르드 에인션트 보우,0,7,1,2,1,1
18,제네시스 샤이닝로드,0,7,1,2,1,1
18,파프니르 마나크래들,0,7,1,2,1,1
18,팔콘윙 에인션트 보우,0,7,1,2,1,1
17,고목나무 스태프,0,7,1,2,1,1
17,광선검,0,7,1,2,1,1
17,도너츠,0,7,1,2,1,1
17,반짝반짝 복주머니,0,7,1,2,1,1
17,복숭아 트리오,0,7,1,2,1,1
17,뽀삐발 너클,0,7,1,2,1,1
17,샤이닝 소울 칼리버,0,7,1,2,1,1
17,성좌의 장미,0,7,1,2,1,1
17,아케인셰이드 폴암,0,7,1,2,1,1
17,아케인셰이드 피스톨,0,7,1,2,1,1
17,원숭이 바나나,0,7,1,2,1,1
17,제네시스 체인,0,7,1,2,1,1
17,파프니르 미스틸테인,0,7,1,2,1,1
17,파프니르 스플릿엣지,0,7,1,2,1,1
17,한가위 감나무가지,0,7,1,2,1,1
16,검,0,7,1,2,1,1
16,광선검 퍼플,0,7,1,2,1,1
16,반짝손가락,0,7,1,2,1,1
16,신속의 날개,0,7,1,2,1,1
16,아케인셰이드 케인,0,7,1,2,1,1
16,앱솔랩스 스펠링완드,0,7,1,2,1,1
16,앱솔랩스 크로스보우,0,7,1,2,1,1
16,앱솔랩스 포인팅건,0,7,1,2,1,1
16,청연,0,7,1,2,1,1
16,파프니르 마나테이커,0,7,1,2,1,1
15,까칠한 오리씨,0,7,1,2,1,1
15,나무 스태프,0,7,1,2,1,1
15,드래곤테일 워스태프,0,7,1,2,1,1
15,마이크,0,7,1,2,1,1
15,아케인셰이드 초선,0,7,1,2,1,1
15,작은 곰인형,0,7,1,2,1,1
15,큐티 멍뭉이,0,7,1,2,1,1
15,토끼 눈사람,0,7,1,2,1,1
15,파프니르 브류나크,0,7,1,2,1,1
15,핑크엔젤 주사기,0,7,1,2,1,1
15,하드 캐리어,0,7,1,2,1,1
14,RED 페인트통,0,7,1,2,1,1
14,귀부인의 검정 부채,0,7,1,2,1,1
14,그륜힐,0,7,1,2,1,1
14,내친구 바둑이,0,7,1,2,1,1
14,라이온하트 배틀시미터,0,7,1,2,1,1
14,레이븐혼 메탈피스트,0,7,1,2,1,1
14,살랑살랑 대나무,0,7,1,2,1,1
14,수박 한조각,0,7,1,2,1,1
14,앱솔랩스 슈팅보우,0,7,1,2,1,1
14,우트가르드 스태프,0,7,1,2,1,1
14,우트가르드 클로,0,7,1,2,1,1
14,제네시스 크로스보우,0,7,1,2,1,1
14,제네시스 피스톨,0,7,1,2,1,1
14,토끼 찹쌀떡,0,7,1,2,1,1
14,해달과 함께,0,7,1,2,1,1
14,화홍,0,7,1,2,1,1
14,흑운선,0,7,1,2,1,1
13,New 모자 속 토끼,0,7,1,2,1,1
13,곰돌이는 재간둥이,0,7,1,2,1,1
13,꽃분홍 튜브,0,7,1,2,1,1
13,노래하는 바이올린,0,7,1,2,1,1
13,당근의 제왕,0,7,1,2,1,1
13,레드 로즈,0,7,1,2,1,1
13,레인보우 쉘,0,7,1,2,1,1
13,메이플 소드,0,7,1,2,1,1
13,봉인된 제네시스 스태프,0,7,1,2,1,1
13,블러드 대거,0,7,1,2,1,1
13,앱솔랩스 체인,0,7,1,2,1,1
13,앱솔랩스 핀쳐케인,0,7,1,2,1,1
13,어흥! 호야,0,7,1,2,1,1
13,우트가르드 대거,0,7,1,2,1,1
13,우트가르드 데스페라도,0,7,1,2,1,1
12,개구리 아대,0,7,1,2,1,1
12,깨물 도넛 튜브,0,7,1,2,1,1
12,따라가지,0,7,1,2,1,1
12,라이트닝 소울,0,7,1,2,1,1
12,막대 사탕,0,7,1,2,1,1
12,봉인된 제네시스 스피어,0,7,1,2,1,1
12,아케인셰이드 세이버,0,7,1,2,1,1
12,앱솔랩스 괴선,0,7,1,2,1,1
12,자유로운 영혼,0,7,1,2,1,1
12,포롱이 부채,0,7,1,2,1,1
12,핑크 샤이닝 크로스보우,0,7,1,2,1,1
12,핑크 세라핌,0,7,1,2,1,1
12,효심 깊은 병아리,0,7,1,2,1,1
11,감자칩이냐옹!,0,7,1,2,1,1
11,강력살충제,0,7,1,2,1,1
11,거대한 롤리팝,0,7,1,2,1,1
11,광선검 블루,0,7,1,2,1,1
11,금강불괴 병아리,0,7,1,2,1,1
11,백의의 서,0,7,1,2,1,1
11,슈퍼스타M,0,7,1,2,1,1
11,아케인셰이드 에너지체인,0,7,1,2,1,1
11,여의봉,0,7,1,2,1,1
11,장난감 총,0,7,1,2,1,1
11,제네시스 ESP리미터,0,7,1,2,1,1
11,제네시스 에너지체인,0,7,1,2,1,1
11,파프니르 듀얼윈드윙,0,7,1,2,1,1
10,가니어,0,7,1,2,1,1
10,그레이트 로헨,0,7,1,2,1,1
10,나무 야구 방망이,0,7,1,2,1,1
10,라이온하트 페인풀 데스티니,0,7,1,2,1,1
10,별자리 세트 잠자리채,0,7,1,2,1,1
10,봉인된 제네시스 데스페라도,0,7,1,2,1,1
10,생명의 물병,0,7,1,2,1,1
10,아케인셰이드 체인,0,7,1,2,1,1
10,우트가르드 완드,0,7,1,2,1,1
10,우트가르드 투핸드소드,0,7,1,2,1,1
10,자쿰의 팔,0,7,1,2,1,1
10,자쿰의 포이즈닉 대거,0,7,1,2,1,1
10,자쿰의 포이즈닉 스태프,0,7,1,2,1,1
10,장난꾸러기 깜장님,0,7,1,2,1,1
10,주인공의 왕홀,0,7,1,2,1,1
10,파프니르 용선,0,7,1,2,1,1
9,노비스 케인,0,7,1,2,1,1
9,달콤한 막대사탕,0,7,1,2,1,1
9,레드 모울,0,7,1,2,1,1
9,레바테인,0,7,1,2,1,1
9,무서운 왕손바닥,0,7,1,2,1,1
9,봉인된 제네시스 시즈건,0,7,1,2,1,1
9,봉인된 제네시스 크로스보우,0,7,1,2,1,1
9,붉은 채찍,0,7,1,2,1,1
9,샤르르 캔디,0,7,1,2,1,1
9,아라크네,0,7,1,2,1,1
9,아이스크림 주세요,0,7,1,2,1,1
9,앱솔랩스 브로드엑스,0,7,1,2,1,1
9,앱솔랩스 브로드해머,0,7,1,2,1,1
9,온천의 고양이씨,0,7,1,2,1,1
9,용천권,0,7,1,2,1,1
9,우트가르드 드래곤소울,0,7,1,2,1,1
9,위험한 약병,0,7,1,2,1,1
9,자쿰의 포이즈닉 소울슈터,0,7,1,2,1,1
9,제네시스 투핸드해머,0,7,1,2,1,1
9,카알 대검,0,7,1,2,1,1
9,투데이 제이,0,7,1,2,1,1
9,흑마법의 서,0,7,1,2,1,1
8,농부님 영광의 달걀스틱,0,7,1,2,1,1
8,때밀이 수건,0,7,1,2,1,1
8,라즐리 7형,0,7,1,2,1,1
8,레이븐혼 크림슨 케인,0,7,1,2,1,1
8,메이플 라마 스태프,0,7,1,2,1,1
8,몽둥이,0,7,1,2,1,1
8,버블소다,0,7,1,2,1,1
8,베인스워드,0,7,1,2,1,1
8,봉인된 제네시스 가즈,0,7,1,2,1,1
8,봉인된 제네시스 투핸드엑스,0,7,1,2,1,1
8,쁘띠 에반,0,7,1,2,1,1
8,스타폴 매직스퀘어,0,7,1,2,1,1
8,우트가르드 샤이닝로드,0,7,1,2,1,1
8,파프니르 라이트닝어,0,7,1,2,1,1
8,화설천도,0,7,1,2,1,1
7,광선검 그린,0,7,1,2,1,1
7,내친구 JY,0,7,1,2,1,1
7,네크로 에인션트 보우,0,7,1,2,1,1
7,노비스 캐논,0,7,1,2,1,1
7,디어 윈터 탬버린,0,7,1,2,1,1
7,로즈 수피아,0,7,1,2,1,1
7,매직허브 티스푼,0,7,1,2,1,1
7,메이플 소울 로헨,0,7,1,2,1,1
7,메이플 좀비즈,0,7,1,2,1,1
7,메이플 칸데오,0,7,1,2,1,1
7,명탐정의 돋보기,0,7,1,2,1,1
7,베이비 쪽쪽이,0,7,1,2,1,1
7,봉인된 제네시스 대거,0,7,1,2,1,1
7,블러디루비 세이버,0,7,1,2,1,1
7,쁘띠 팬텀,0,7,1,2,1,1
7,사신의 검,0,7,1,2,1,1
7,샤크투스 소울드링커,0,7,1,2,1,1
7,샬랄라 요술봉,0,7,1,2,1,1
7,쇠 도끼,0,7,1,2,1,1
7,스틸 너클,0,7,1,2,1,1
7,슬레이트썬더 세이버,0,7,1,2,1,1
7,아기코끼리 잠보,0,7,1,2,1,1
7,아이리스 수피아,0,7,1,2,1,1
7,알루미늄 야구 방망이,0,7,1,2,1,1
7,암염의 집행자,0,7,1,2,1,1
7,앱솔랩스 듀얼보우건,0,7,1,2,1,1
7,앱솔랩스 엑스,0,7,1,2,1,1
7,용맹의 날개,0,7,1,2,1,1
7,우트가르드 ESP리미터,0,7,1,2,1,1
7,우트가르드 가즈,0,7,1,2,1,1
7,우트가르드 시즈건,0,7,1,2,1,1
7,우트가르드 피스톨,0,7,1,2,1,1
7,자쿰의 포이즈닉 에인션트 보우,0,7,1,2,1,1
7,전기 너클,0,7,1,2,1,1
7,팬텀 오리지날티,0,7,1,2,1,1
6,그 때 최신 핸드폰,0,7,1,2,1,1
6,꽃비 내리는 봄날,0,7,1,2,1,1
6,네크로 로드,0,7,1,2,1,1
6,네크로 슬레이어,0,7,1,2,1,1
6,네크로 크로스보우,0,7,1,2,1,1
6,돌고래 인형,0,7,1,2,1,1
6,드래곤테일 아크완드,0,7,1,2,1,1
6,드래곤테일 타나토스,0,7,1,2,1,1
6,라피스 7형,0,7,1,2,1,1
6,레드 스태프,0,7,1,2,1,1
6,봉인된 제네시스 샤이닝로드,0,7,1,2,1,1
6,부들부들,0,7,1,2,1,1
6,빨간색 연필,0,7,1,2,1,1
6,사르르 초코퐁듀 스틱,0,7,1,2,1,1
6,솔리드블랙 세이버,0,7,1,2,1,1
